id,text,code,party
112,"Die Schweiz ist bereits heute pro Kopf einer der weltweit grössten Nettoimporteure von Nahrungsmitteln. Während wir pro Einwohner und Jahr für rund 400 Franken Nahrungsmittel importieren, exportiert die EU wertmässig mehr Nahrungsmittel als sie importiert. Der Netto-Selbstversorgungsgrad (importierte Futtermittel für die tierische Inlandproduktion abgezogen) der Schweiz lag im Jahr 2000 noch bei 59 Prozent und ist seitdem auf unter 50 Prozent gesunken. Der Anteil der einheimischen Brutto-Nahrungsmittelproduktion am Gesamtverbrauch an Nahrungsmitteln (verwertbare Energie), gleichzusetzen mit dem Brutto-Selbstversorgungsgrad, sank von mehr als 62 Prozent im Jahr 1990 auf 56,9 Prozent im Jahr 2019.",01,SVP
113,"Die Schweiz ist damit weit davon entfernt, sich selbst zu versorgen. Daher muss der Selbstversorgungsgrad endlich rasch gesteigert werden. Dabei gilt es auch Nahrungsmittelabfälle («Food waste») weiter zu reduzieren, da dadurch der Verbrauch sinkt. Zudem sind in jedem Fall leistungsfähige Familienbetriebe mit zukunftsfähigen Strukturen zu fördern.",01,SVP
114,"Die Sicherstellung der Ernährung der Schweizer Bevölkerung muss in den Mittelpunkt gestellt werden. Das ist ökologisch sinnvoller, als Landwirtschaftsprodukte zu importieren. Aktuell wird die extensive Landwirtschaft auf Kosten der produzierenden Landwirtschaft gefördert. Das ist falsch. Denn wir tun damit also genau das, was wir eigentlich nicht tun sollten: Wir importieren immer mehr Lebensmittel, ohne die Produktionsbedingungen zu kennen. Dabei erhöhen wir zusätzlich unsere Abhängigkeit vom Ausland. Dies fällt insbesondere in Krisenzeiten, bei welchen die weltweiten Lieferketten ohne Vorwarnung unterbrochen werden, ins Gewicht. Um einen Lebensmittel-Tsunami aus Billigländern abzuwehren, kämpft die SVP für die Erhaltung eines guten Grenzschutzes für die Landwirtschaft.",01,SVP
115,"Das Raumplanungsgesetz ist darauf auszurichten, dass unternehmerische Landwirte ihre Betriebe zukunfts- und marktorientiert entwickeln können. Die SVP setzt sich für eine Raumplanung ein, die bei bestehenden Bauten und Anlagen ausserhalb der Bauzone eine flexible und vollständige Nutzung zulässt. Damit wird Kulturland geschützt, das Landschaftsbild erhalten und Wertschöpfung im ländlichen Raum sichergestellt. Die SVP steht zu einem sparsamen Umgang mit Landwirtschaftsland. Zudem sollen zukunftsfähige Landwirtschaftsbetriebe auch künftig neue zonenkonforme Ökonomiegebäude erstellen dürfen und dies ohne Eigentumsbeschränkungen. Zudem fällt immer mehr wertvolles Landwirtschaftsland der Verwaldung und der Renaturierung von Gewässern zum Opfer. Auch die hohe Zuwanderung bedrängt das Kulturland auf Kosten der Siedlungsfläche und muss daher gesteuert werden.",01,SVP
116,"Die SVP wehrt sich zudem gegen den steten Ausbau der Richtlinien und Vorschriften im Tier-, Gewässer- und Umweltschutz, die immer höhere Kosten und einen unverhältnismässigen administrativen Aufwand verursachen. Die SVP steht auch zur Bewirtschaftung der Alpen, die einen grossen Mehrwert für das Tierwohl, unsere Kultur, aber auch den Tourismus und die Pflege der Landschaft darstellt.",01,SVP
117,"Für die SVP ist zudem klar, dass die von Links-Grün gloriftzierten Grossraubtiere keinen Platz in unserem dichtbesiedelten Land haben. Dem Wohl der verschiedenen Nutztiere und dem Erhalt von seltenen Rassen ist mehr Gewicht zuzumessen als Grossraubtieren wie dem Wolf oder dem Bären.",01,SVP
118,"Eine intakte Umwelt bringt Lebensqualität und Wohlbefinden. Daher ist es im ureigensten Interesse eines jeden, der Umwelt und damit auch unserem Umfeld Sorge zu tragen. Dies gelingt am besten, indem man eigenverantwortlich handelt und die Erkenntnisse von Wissenschaft und Forschung praxisnah umsetzt. Linker Verbotswahn und fundamentalistischer Staats- und Erziehungszwang sind schlechte Ratgeber. Freiwilligkeit und gesundes Masshalten sind das bessere Rezept.",01,SVP
119,"Nur dem eigenverantwortlichen Handeln von Wirtschaft und Bevölkerung ist es zu verdanken, dass trotz des massiven Wachstums der Bevölkerung der Ausstoss von Treibhausgasen rückläufig ist. Um einen Überblick über den jährlichen Effizienzgewinn der Schweizer Bevölkerung zu erhalten, ist es unerlässlich, die Entwicklung der Effizienz im Verhältnis zur Entwicklung der Bevölkerung zu betrachten. Trotz massiver Bevölkerungszunahme sinkt der Treibhausgasausstoss der Schweiz seit über 10 Jahren markant und kontinuierlich, ohne neue Milliardenumverteilung und ohne übertriebene Verbots- und Bevormundungskultur. Der gesamte schweizerische CO2-Ausstoss beträgt ein Tausendstel der weltweiten CO2-Emissionen. Zudem ist die Luftqualität der Schweiz seit Mitte der 1980er-Jahre stetig besser geworden. Die Lu! war bereits vor der Corona-Krise weniger dreckig als andernorts.",01,SVP
120,"Im Vergleich mit ähnlich dicht besiedelten Gebieten in Westeuropa ist der Schadstoffausstoss pro Kopf deutlich geringer. Insbesondere die Belastung mit lungengängigem Feinstaub, mit Ozon, Ammoniak und mit Stickoxiden nehmen ab. Den Schweizer Boden betreffend sorgen die landwirtschaftlichen Betriebe für eine bedeutende umweltfreundliche «Pflege» der Kulturlandschaft. Aber allein zwischen 1985 und 2009 gingen pro Sekunde 1,1 m2 Landwirtschaftsfläche verloren, in der Talzone gar doppelt so viel. Die Verminderung der Landwirtschaftsfläche um 5,4 Prozent lässt sich zu zwei Dritteln auf eine Ausdehnung der Siedlungsgebiete zurückführen. Brandgefährlich sind die unverhältnismässig hohen Verluste an bestem Kulturland aufgrund des übertriebenen Gewässerschutzes (Verlust von ca. 2’000 ha durch die Festlegung der Gewässerräume und rund 20’000 ha, die auf extensive Bewirtschaftung umgestellt werden müssen) und die rasante Zunahme der Waldfläche.",01,SVP
121,"Der Umweltschutz beinhaltet Massnahmen zur Erhaltung unserer Lebensgrundlagen. Gefragt sind menschliche Verhaltensweisen, die der Erhaltung, Verbesserung und allenfalls Wiederherstellung der Qualität unseres Lebensraums dienen. Über den traditionellen Natur-, Denkmal und Landschasschutz hinaus befassen sich zahlreiche Gesetze und Auflagen mit unserer Umwelt. Massnahmen und Techniken, die Schäden erst gar nicht aufkommen lassen, sind o! effektiver und billiger als nachträgliches Handeln. «Nachhaltigkeit» ist für die SVP kein leeres Schlagwort, sondern beinhaltet die Erhaltung der dauernd unverminderten Leistung unserer Umwelt bezüglich Schutz-, Gesundheits- und Nutzfunktion.",01,SVP
122,"Die SVP vertrat schon grünes Gedankengut, als die Grünen ihr rotes Gedankengut noch nicht zu verstecken versuchten. Der Umweltschutz ist ein zu wichtiges Anliegen, um es den Linken und Grünen zu überlassen. Anstatt die heissen Eisen anzufassen, wärmen diese sich lieber daran: Sie unterhalten eine ständige Hysterie um Klimaerwärmung, Waldsterben, Ozonloch, Feinstaub, sauren Regen, Klimakatastrophe usw., haben aber noch niemals ein einziges Problem gelöst. Umweltgerechte Lösungen kamen vielmehr vom technisch-wissenschaftlichen Fortschritt und von der Wirtschaft: Kläranlagen, Katalysatoren, schadstoffarme Brenner, Partikelfilter, phosphatfreie Waschmittel, Diesel-, Elektro- und Hybridmotoren, Biomasse usw. Nicht Verteuerung, Verbote oder Geschwindigkeitsreduktionen bringen uns im Umweltschutz voran, sondern Wohlstand, Wachstum, Forschung und Fortschritt. Unser Logo bleibt auch grün, wenn man daran kratzt. Bei allen anderen erscheint früher oder später die Farbe Rot. Seit über 100 Jahren trägt die SVP Sorge zu Land, Boden, Wasser und Lu! als die Lebensgrundlagen für unsere Bevölkerung und unsere Ernährungssicherheit.",01,SVP
123,"Während die Grünen in den Städten in trendigen Stadtquartieren und in den Agglomerationen wohnen, weiss die SVP um die Bedeutung der Pflege des ländlichen Raums. Bauernfamilien bewirtschaften seit Generationen den Boden und haben alles Interesse, mit ihrer Lebensgrundlage sorgsam umzugehen. Sie verhindern mit ihrer Arbeit Vergandung, Versteppung und Verwüstung unserer Natur. Es sind die Anhänger der SVP, die sich gewerblich oder industriell für unsere Umwelt einsetzen: sei es in der Abwasserreinigung, in der Entsorgung und Deponierung von Abfällen oder im umweltgerechten Transportwesen. Dabei setzen sie nicht auf Verbote, Verhinderung und Verteuerung, sondern auf Vernunft, Konsumentenbedürfnisse, Marktwirtschaft und technische Neuerungen. Die Politiker der Grünen stimmen in den Parlamenten genauso sozialistisch wie die Sozialisten. Offenbar haben sie keine Ahnung von den Umweltverhältnissen in der Volksrepublik China, Venezuelas und möglicherweise haben sie noch nie von den ökologischen Altlasten der ehemaligen sozialistischen Sowjetunion gehört: vergiftete Böden, verschmutztes Wasser, verpestete Luft, verstrahlte, unbewohnbare Gebiete durch veraltete, untaugliche, ja unverantwortliche Energieproduktionsanlagen. Kein Wunder also, wählen Umweltpraktiker nicht die Grünen. Denn die bislang nachhaltigste Katastrophe für die Umwelt trägt einen Namen. Und der heisst Sozialismus.",01,SVP
124,"Unser Gesundheitssystem gehört zu den besten, aber auch teuersten der Welt. Die zunehmende Verstaatlichung des Gesundheitswesens lässt Begehrlichkeiten und Prämien laufend steigen. Um dieser Entwicklung Einhalt gebieten zu können, sind Fehlanreize im heutigen System zu beseitigen. Die Eigenverantwortung ist zu stärken. Die Bevormundung des Bürgers unter dem Vorwand der Gesundheitsförderung ist zu stoppen. Dem ausufernden Treiben des Bundesamts für Gesundheit (BAG) sind Grenzen zu setzen.",01,SVP
125,"Im Krankenversicherungswesen geht es heute nicht mehr um einen individuellen Vertrag zwischen dem Patienten und seiner Versicherung, sondern um einen Leistungskatalog, den die Behörden festsetzen. Anstelle von Arzt und Patient bestimmt der Staat darüber, welche Behandlung «wirksam», «zweckmässig» und «wirtschaftlich» ist. Die Politiker wissen angesichts dieser Überforderung nichts Besseres, als den Leistungskatalog ständig durch immer neue, gefällige Angebote auszuweiten. Im wachsenden Angebot und der steigenden Nachfrage ist es schwierig geworden, nein zu sagen. Aber auch die Patienten, die Ärzte, die Pharmaindustrie und die Firmen der Medizinaltechnik wollen ihre Wünsche und Dienstleistungen im Katalog unterbringen. Diese ausufernde Abdeckung jedes Krankheitsrisikos und jedes individuellen Bedürfnisses führt seitens der Bevölkerung zu einer Vollkaskomentalität, bei der jegliche Eigenverantwortung verloren geht.",01,SVP
126,"Die Verstaatlichung des Gesundheitswesens und die dadurch entstandene Bürokratie haben immer grössere Kosten zur Folge. Alleine das BAG kostete während der Corona-Pandemie über 5 Milliarden jährlich und wird auch 2023 noch über 3.5 Milliarden kosten (ca. +400 Millionen verglichen mit 2019). Das Budget dieses Bundesamtes steigt seit Jahren um ca. 100 Millionen jährlich. Dieser Trend zeichnet sich auch in den Kostenvoranschlägen ab 2024 wieder ab. Begründet wird dieses massive Ausgabenwachstum unter anderem mit den immer zahlreicheren Regulierungen, deren Einhaltung zu kontrollieren sei – Regulierungen übrigens, die just vom BAG selber eingeführt worden sind. Die Gesundheitsfunktionäre des BAG wollen mit Gesetzen und teuren Kampagnen der Gesellschaft zum angeblich guten und gesunden Leben verhelfen. Nach Tabak und Alkohol folgen Laser, Licht und Schall, später wahrscheinlich Zucker, Fett oder Fleisch als Zielobjekte eines eigentlichen Präventionswahns. Immer mehr Geld fliesst in zwielichtige und ideologisch motivierte Studien und Aufklärungskampagnen.",01,SVP
127,"Eine Gesellschaft, die immer länger lebt, und ein medizinischer Fortschritt, der immer mehr Behandlungsmöglichkeiten eröffnet, sind Faktoren, die zu einem immer grösseren Konsum an medizinischen Leistungen führen. Verbunden mit einem Versicherungsobligatorium ist klar, dass die Nachfrage nach Gesundheitsleistungen auch in Zukunft hoch bleiben wird. Ein weiterer Ausbau des Staates in diesem Bereich würde die Kostenentwicklung nicht bremsen, sondern die Situation verschlimmern. Die staatlichen Interventionen der letzten Jahre waren Symptombekämpfungen, welche den Versicherern keinen Anreiz für Einsparungen gegeben, sondern die bisherige Praxis bestärkt haben. Mehr Wettbewerb zwischen allen Akteuren und ein Abbau der Regulierungsdichte, ohne die Gesundheit der Bevölkerung zu gefährden, sind zwingend nötig. Die SVP fordert, dass die Versicherten Eigenverantwortung übernehmen, ihren Kostenanteil erhöhen und einer übertriebenen Anspruchshaltung entgegenwirken. Die SVP befürwortet daher die Schaffung eines auf die wesentlichen gesundheitlichen Bedürfnisse beschränkten Grundleistungskataloges im Obligatorium, der um frei wählbare, aber durch Zusatzversicherungen ’nanzierte Leistungen ergänzt werden kann. Asylsuchende und vorläufig Aufgenommene müssen ausserhalb des KVG-Systems und direkt auf Kosten des Bundes bzw. der Kantone behandelt werden.",01,SVP
128,"Die SVP kämpft gegen die weitere Zentralisierung und Verstaatlichung im Gesundheitswesen. Weitere Staatseingriffe, neue Gesetze, Kontrollorgane und zentrale Kompetenzen beim Bund müssen verhindert werden, da sie bereits heute den Wettbewerb behindern, Fehlanreize schaffen und zu keiner Kostenreduktion führen. Durch immer mehr Prämienverbilligungen wird das Ansteigen der Krankenkassenprämien kurzfristig etwas abgefedert. Dies führt aber zu einem Teufelskreis, in dem der Bund bei jedem Prämienanstieg immer mehr Geld für Prämienverbilligungen ausgeben muss, anstatt das Problem endlich bei der Wurzel zu packen und richtige Anreize zur Verbilligung zu schaffen. Statt auf den mündigen Bürger zu vertrauen, möchten die Gesundheitsapostel beim BAG in die gesundheitspolitischen Kompetenzen der Kantone eingreifen. Dies darf nicht sein. Die Rolle der Kantone ist gleichzeitig neu zu definieren und auf wesentliche Aufgaben der Aufsicht und Kontrolle zu beschränken. Die SVP plädiert daher für eine klare Rollenteilung und Reduktion der Interessenskonflikte. In diesem Sinne sollen die Spitäler verselbstständigt, die tarifrechtlichen Fragen von den Tarifpartnern verhandelt und allenfalls von einer unabhängigen richterlichen Instanz bewilligt werden.",01,SVP
129,"Der heutige Mangel an Pflegepersonal ist auch die Folge von Fehlentscheiden im Bildungsbereich. Für die SVP ist es nicht nachvollziehbar, wie mit einer Akademisierung der Pflegeberufe höhere Qualität und Quantität erreicht werden sollen. Ein akademischer Titel belegt eine theoretisch ausgerichtete Ausbildung, sagt aber nichts über die Qualität zugunsten der Patienten aus. Ebenso ist der Papierkram im Pflegebereich zugunsten von Zeit und Zuwendung beim Patienten abzubauen. Es braucht eine Stärkung der verschiedenen praxisorientierten Pflegeausbildungsberufe. Zudem ist die Ausbildung des einheimischen Ärztenachwuchses dringend zu fördern.",01,SVP
130,"Unsere Sozialwerke helfen Bürgerinnen und Bürgern, die in Not geraten sind und leisten einen wichtigen Beitrag zum sozialen Frieden. Da man in der Vergangenheit die strukturellen Probleme und das Missbrauchspotenzial der Sozialwerke stets mit Steuergeldern zugedeckt hat, ist es heute umso dringender, den Ausgleich und die Solidarität zwischen Alt und Jung, zwischen den echt Bedürftigen und den Prämien- und Steuerzahlern, wieder ins rechte Lot zu rücken. Der Sozialindustrie und dem Missbrauch ist konsequent der Riegel zu schieben. Verantwortungsvolle Lösungen brauchen eine konsequente Politik. Die finanzielle Sicherung unserer Sozialversicherungen ist ein Muss.",01,SVP
131,"Die Politik von Mitte-Links hat dazu geführt, dass offensichtliche Missstände bei den Sozialwerken, Missbrauch und strukturelle Unterfinanzierung, nicht ehrlich angegangen wurden. Man verschloss die Augen vor den echten Problemen. Missstände wurden meist salopp mit mehr Geld zugedeckt – Geld, das mit zusätzlichen Steuern und Abgaben bei den Bürgern und den Unternehmen geholt wurde. Dies ist nicht nur teuer, sondern auch sehr kurzfristig gedacht. Die verantwortungslose Politik von Mitte-Links wird zur untragbaren Belastung für künftige Generationen. Diese «Pflästerlipolitik» muss aufhören! Die SVP setzt sich für die langfristige Sicherung unserer Sozialwerke und damit den sozialen Frieden in unserem Land ein. Dafür braucht es strukturelle Anpassungen.",01,SVP
132,"Der Sozialstaat stösst zunehmend an Grenzen. Während Gesamtausgaben für die soziale Sicherheit im Jahr 1950 noch weniger als 2 Milliarden Franken ausmachten und bis 1990 62 Milliarden Franken anstiegen, betrugen die Ausgaben die Sozialwerke in der Schweiz Jahr 2019 nicht weniger als 183 Milliarden Franken. Durchschnittlich steigen die Sozialleistungen um 3,2 Prozent pro Jahr. Damit machten die Sozialleistungen einen Viertel des nationalen BIP aus und wachsen stärker als die prognostizierten 1,9 Prozent Wirtschaftswachstum im Jahr 2023. Der Sozialstaat wächst uns über den Kopf, und zwar zulasten künftiger Generationen. Immer weniger Beitragszahler müssen für immer mehr Bezüger aufkommen. Der Wohlfahrtsstaat ist in Frage gestellt: AHV, Ergänzungsleistungen, Arbeitslosenversicherung, Pensionskasse, Erwerbsersatzordnung, Invalidenversicherung, Mutterschaftsversicherung und als letztes Auffangnetz die Sozialhilfe – keine dieser sozialen Einrichtungen ist solide finanziert und langfristig gesichert.",01,SVP
133,"Die Alters- und Hinterlassenenversicherung (AHV) ist die erste und wichtigste Säule im 3-Säulen-System der Schweizer Altersvorsorge. Sie ist der Inbegriff eines einzigartigen Solidarwerks, welches von allen Bevölkerungsschichten breit abgestützt ist. Die AHV dient der Existenzsicherung nach der Pensionierung und soll das finanzielle Minimum im Alter sichern. Zusammen mit der zweiten Säule – der beruflichen Vorsorge – ermöglicht sie die Weiterführung des gewohnten Lebensstandards im Alter. Die dritte Säule ist freiwillig, wird jedoch durch Steuerabzüge gefördert und soll der Deckung von Zusatzbedürfnissen im Alter dienen. Die SVP setzt sich für Reformen zur finanziellen Sicherung der AHV-Renten ein.",01,SVP
134,"Die SVP setzt sich für die langfristige finanzielle Sicherung der Sozialwerke bis 2050 ein. Sie ist sich bewusst, dass jeder Franken, der dafür eingesetzt werden kann, zuerst verdient werden muss. Das verlangt, dass sich Reformen auf Tatsachen und realistische Szenarien abstützen. Das bisherige System ist für die Bevölkerungsverhältnisse, wie sie bis 1990 galten, zugeschnitten und gehört  daher  nachhaltig angepasst.",01,SVP
135,"Speziell bei der Invalidenversicherung (IV) müssen endlich die angekündigten Reformen durchgeführt werden. Verglichen mit dem Anteil an der Gesamtbevölkerung ist der Ausländeranteil in der IV seit langem überproportional hoch. Die Rentenskala ist zu verfeinern. Der Export  von  IV-Renten  ins  Ausland  ohne  Kaufkraftbereinigung ist zu stoppen. Bei den inzwischen häufig  diagnostizierten  psychischen  Störungen  braucht es eine strengere Überprüfung. Leistungseinschränkungs- und Leistungsbereitschaftstests müssen an der Tagesordnung sein, um Missbrauch und Fehldiagnosen vorzubeugen.",01,SVP
136,"Unsere Sozialwerke werden zunehmend unübersichtlicher. So lagen die Ausgaben für die Sozialhilfe 2020 bei rund 2.8 Milliarden Franken: eine Zunahme von über einer Milliarde Franken innerhalb von nur zehn Jahren. In den Kantonen sind die Sozialhilfegesetze so auszugestalten, dass die Sozialhilfe nicht länger ausgenutzt und missbraucht werden kann. Fast die Hälfte der Sozialhilfebezüger sind Ausländer. Im Flüchtlingsbereich lag die Sozialhilfequote im Jahr 2021 bei 82,1 Prozent. Die Vollkosten, was uns ein Asylbewerber inklusive des gesamten weit gefassten Familiennachzugs kostet, werden nach wie vor verschwiegen. Wer sich nicht um Integration und Arbeit bemüht, soll auch keine Hilfe bekommen. Arbeit muss sich lohnen. Die Richtlinien der Schweizerischen Konferenz für Sozialhilfe (SKOS) rechnen ideologisch motiviert mit zu hohen Ansätzen. Sie sind jedoch lediglich unverbindliche Orientierungshilfen für die ausführenden Organe und dementsprechend in den kantonalen Sozialhilfe- und Fürsorgegesetzen und -verordnungen als solche zu benennen. Leistungen müssen spürbar reduziert werden für Personen, welche eine zumutbare Arbeit verweigern oder sich sonst nicht an die Bestimmungen der Behörden halten. Einer weiteren Professionalisierung im Fürsorgewesen ist energisch entgegenzutreten. Stattdessen sind das Milizprinzip, die Gemeindeautonomie und die Bürgernähe zu stärken. Familien, lokale Vereine, Kirchen und Unternehmen sollen ihren wichtigen Beitrag leisten können und sind entsprechend stärker einzubinden.",01,SVP
137,"Ein effizientes Bildungs-, Forschungs- und Innovationssystem ist eine wesentliche Grundlage für die wirtschaftliche Entwicklung und den Wohlstand der Schweiz. Die SVP unterstützt eine qualitativ hochstehende Ausbildung, die sich auf die wirtschaftliche Realität der Berufswelt konzentriert. Forschung und Innovation sind in erster Linie eine Aufgabe der Privatwirtschaft – der Staat soll hier eine subsidiäre Rolle einnehmen und für gute Rahmenbedingungen sorgen.",01,SVP
138,"Das Bildungssystem muss sich an der Realität der Arbeitswelt orientieren. Wenn mehr Ärzte, Informatiker, Ingenieure und Techniker benötigt werden, müssen diese in der Schweiz ausgebildet werden. Angesichts der Kritik von Wirtschaftsführern und Hochschulen an den mangelnden Grundkenntnissen der Volksschulabgänger müssen die Verantwortlichen dieser Schulstufe die Ausbildung wieder auf die Muttersprache, Mathematik und Naturwissenschaften fokussieren und auf ideologischen Unterricht wie Genderpolitik und Sexualkunde oder gar wirtschaftsfeindlichen Konsumenten- und Umweltschutz verzichten. Verhaltensauffällige und lernbehinderte Kinder mit Sonderschulstatus sollen nicht per se integriert, sondern auch in separaten Klassen unterrichtet werden können.",01,SVP
139,"Das Fordern muss die Grundlage des Schulalltags sein, denn die Realität in der Berufswelt ist Wettbewerb und das Streben nach guten Leistungen. Die Souveränität der Kantone für das Schulwesen (Primarund Sekundarstufe I) ist einer der Grundpfeiler des Schweizer Bildungssystems. Die Kantone und damit die Bürgerinnen und Bürger müssen ihr Schulsystem nach den Regeln der direkten Demokratie wählen können. Die Lehrpläne der Kantone müssen klare und verbindliche Ziele vorgeben. Leistung und Qualität müssen auf allen Schulstufen gefordert und gefördert werden. Ohne Ordnung, Disziplin und Anstrengungsbereitschaft gibt es keinen schulischen Erfolg. Hausaufgaben fördern das Leistungsbewusstsein und bilden gleichzeitig eine essenzielle Brücke zwischen der Schule und den Eltern. Die Leistungen der Schüler müssen durch Noten und schriftliche Beurteilungen des Verhaltens bewertet werden. Die Zeugnisse müssen einfach, übersichtlich und für Eltern und Lehrbetriebe verständlich gestaltet sein.",01,SVP
140,"Durch die gezielte Förderung des dualen Systems sollen die Vorteile der Berufslehre stärker hervorgehoben werden und dazu führen, dass in Zukunft wieder mehr Jugendliche eine praxisorientierte Berufslehre absolvieren. Die hohen Maturitätsquoten sind vor allem das Ergebnis einer Gleichmacherei und einer Nivellierung nach unten. Es ist weitgehend erwiesen, dass die Berufsbildung die beste Garantie gegen Jugendarbeitslosigkeit ist und das nützlichste Bindeglied zwischen Wirtschaft und öffentlicher Bildung darstellt. Die SVP bekämp! daher den aktuellen Trend, junge Menschen in die Universitäten zu drängen. Sie setzt sich auch dafür ein, dass beispielsweise darauf verzichtet wird, von Lehrern, Hebammen, Pflegenden sowie Kindergartenund Primarschullehrern eine Masterausbildung zu verlangen. Auch Fachhochschulen sollten keine Doktortitel mehr verleihen.",01,SVP
141,"Innovation ist der Treiber für wirtschaftliche Entwicklung. Die Schweiz mit ihren hohen Kostenstrukturen, dem kleinen Heimmarkt und fehlenden Rohstoffen, ist zwingend auf Innovation angewiesen und gilt daher als Innovationsweltmeisterin. Der Forschungs- und Innovationsplatz ist auf günstige Rahmenbedingungen angewiesen. In diesem Zusammenhang ist der Platz des Staates vor allem subsidiär. Diese Methode zahlt sich aus: Die Schweiz belegt in vielen internationalen Vergleichen einen Spitzenplatz oder gar eine Führungsposition, während die Privatunternehmen mehr als zwei Drittel der Ausgaben für Forschung und Entwicklung tragen.",01,SVP
142,"Die Schweizer Universitäten und die Eidgenössischen Technischen Hochschulen müssen den Schwerpunkt auf die Vermittlung von theoretischem Wissen, auf wissenschaftliche Arbeit und Spitzenforschung legen. Die Studienangebote müssen sich stärker an den Bedürfnissen des Arbeitsmarktes orientieren. In dieser Hinsicht muss ein «Numerus Clausus» für Sozial- und Geistwissenschaft eingeführt werden. Die SVP will keine Massenuniversitäten, sondern fordert Spitzenuniversitäten für die besten Studenten. Angesichts der Bedrohungen durch extremistische Gruppierungen müssen die Universitäten ausserdem die Meinungsfreiheit von Studenten, Professoren und Referenten garantieren. Es ist nicht hinnehmbar, dass Vorlesungen wegen einer Minderheit von Studenten, die sich der Meinungsvielfalt widersetzen, abgesagt werden.",01,SVP
143,"Es ist nicht hinnehmbar, dass die Schweizer Steuerzahler die Ausbildung von Tausenden von ausländischen Studenten finanzieren, die nach Abschluss ihrer Ausbildung das Land verlassen und ihr Wissen in anderen Volkswirtschaften einsetzen. Daher müssen von ausländischen Studenten wesentlich höhere Universitätsgebühren verlangt werden. Die Schweizer Teilnahme an bürger- und wirtschaftsfernen EU-Bildungs- und Forschungsprogrammen müssen kritisch beurteilt und nicht um jeden Preis akzeptiert werden. Die Diversifizierung der wissenschaftlichen Partner muss eine übergeordnete Rolle spielen.",01,SVP
144,"Minderheitsbewegungen zwingen unserer Gesellschaft immer mehr ihre Ideologie auf. Die SVP widersetzt sich dem mit Vehemenz. Die Säulen unserer Gesellschaft und des friedlichen Zusammenlebens sind die Familie und das christlich-abendländische Werteverständnis. Zwanghaftes staatliches Streben nach Gleichmacherei gefährdet das Leistungsbewusstsein jedes einzelnen. Eigenverantwortung ist hier das Stichwort; es darf nicht sein, dass der Staat oder eine ideologische Minderheit über das Gelingen oder Scheitern in der privaten Lebensgestaltung entscheidet.",01,SVP
145,"Der Staat greift zunehmend in die Familiengestaltung ein, indem er gewisse Familienformen bevorzugt. So diskriminieren etwa staatliche Subventionen und Steuererleichterungen für Krippenbetreuung die traditionelle Familie. Der Staat interveniert auch dort, wo die Gesellschaft problemlos funktioniert, und zahlt zum Beispiel an Kinderkrippen für Eltern, die dies finanziell gar nicht nötig haben. Immer mehr Lebensformen werden der Ehe rechtlich gleichgestellt. Der Verdacht liegt nahe, dass diese Massnahmen beitragen sollen, die Gesellschaft radikal umzubauen. Der Staat mischt sich so immer mehr in die Erziehung der Kinder ein, anstatt sich auf seinen Bildungsau!rag zu beschränken.",01,SVP
146,"Aufgrund vermeintlicher Missstände wird gerne die Schule zur Problemlösung herangezogen, sei dies im Bereich der Sexualerziehung, im Umgang mit Medien und Konsum oder bei der «politischen Bildung». Ein freiheitliches Verständnis geht jedoch davon aus, dass Eltern die Verantwortung für die Erziehung ihrer Kinder tragen und Lehrer diese Themen und Bereiche selber in Eigenverantwortung in den Unterricht einbauen können. Grundsätzlich soll die Schule unsere Kinder auf ein eigenverantwortliches Leben vorbereiten und ihnen das erforderliche Rüstzeug für ein erfolgreiches Berufsleben mitgeben. Die SVP will mündige Staatsbürger und keine gleichgeschalteten Staatskinder.",01,SVP
147,"Die geplanten Reformen des Ehe- und Familienrechts führen zu Beliebigkeit und Unverbindlichkeit. Die Ehe zwischen Mann und Frau wird laufend geschwächt, indem dieser Verbindung alle möglichen Formen des Zusammenlebens gleichgestellt werden. So wird beispielsweise die Gleichstellung von Polygamie (Vielehe) diskutiert. Des Weiteren will man Mechanismen einrichten, wonach das Zusammenleben von Erwachsenen mit Kindern nach einer gewissen Zeit automatisch als Familie gilt. Dem Missbrauch und der Willkür wird damit Tür und Tor geöffnet. Probleme beim Erbrecht, bei den Sozialversicherungen, beim Scheidungsrecht, beim Unterhalt oder beim Steuerrecht sind vorprogrammiert. Solche Reformen führen nicht zu einer liberalen Gesellschaft, sondern zu einer Verstaatlichung des Privatlebens. Sie bedrohen wichtige Gesellschaftliche Zellen wie die Familie, Vereine, Stiftungen, Kirchen, Nachbarschaften sowie Dorf- und Quartiergemeinschaften, die unabhängig vom Staat existieren.",01,SVP
148,"Die Familie und mit ihr die Ehe zwischen Mann und Frau bilden die Grundlage unserer Gesellschaft. Eltern und Kinder verdienen den besonderen Schutz des Staates. Elternpaare oder Alleinerziehende tragen die Verantwortung für die Erziehung und Entwicklung ihrer Kinder und geben ihnen Liebe und Geborgenheit. Dabei lernt das Kind Hilfe und Rücksichtnahme sowie die Fähigkeit, Konflikte auszutragen. Die Möglichkeit einer jeden mittelständischen Familie eine Lern- und Entwicklungsumgebung im eigenen Haus zu bieten, verbessert die Ausgangslage für eine gesunde Kindererziehung mittels genügend Freiraum und fördert dadurch die Kinder. Es gilt: Kein richtiges Zuhause ohne eigenes Haus!",01,SVP
